0.88923144	0.40050169	0.33460178	0.73987855	0.58850180	0.48435207	0.57297800	0.81962948
0.43216451	0.61038830	0.31327228	0.83463216	0.43634438	0.77580549	0.37060910	0.53470244
0.08239619	0.67372026	0.57519148	0.99487805	0.31128126	0.53189325	0.22643094	0.11387185
0.49010280	0.40310750	0.03539283	0.59040514	0.70839293	0.07152325	0.14495193	0.14719447
0.60903057	0.51340293	0.37444663	0.06967037	0.22096985	0.70656412	0.34976044	0.63166509
0.41500182	0.81335787	0.05143562	0.50487394	0.32850281	0.67757089	0.20839246	0.49489547
0.61414050	0.88004064	0.27403588	0.25311952	0.75592223	0.73463836	0.93217694	0.56894667
0.99382889	0.28368189	0.43965336	0.72962760	0.48976794	0.35003125	0.22930675	0.44244964
0.75721266	0.27816721	0.80235789	0.13513696	0.65632076	0.15121955	0.49195404	0.62811278
0.32851732	0.32446618	0.81205431	0.00575202	0.18494293	0.79045686	0.42826246	0.24308009
0.97446891	0.12669967	0.74434641	0.78517986	0.66303900	0.42955898	0.02456984	0.54740183
0.65590785	0.54989540	0.23886866	0.81889579	0.21023819	0.75352735	0.95712231	0.49747866
0.70502952	0.11164530	0.67051960	0.30150882	0.36897647	0.00299304	0.16008544	0.86340258
0.95965762	0.89868952	0.56614015	0.93348201	0.37261899	0.82572291	0.83854372	0.95765762
0.47396072	0.30189783	0.78334029	0.04642255	0.27046312	0.72332508	0.25015659	0.83810450
0.10305329	0.19080795	0.38142451	0.32198522	0.80204747	0.38692313	0.47800649	0.41656120
0.88361191	0.26342685	0.33418015	0.39840465	0.42988832	0.31515449	0.51941338	0.59638874
0.81186606	0.33634564	0.45372132	0.46161516	0.56390276	0.07493999	0.93388091	0.62274956
0.70197772	0.84354957	0.67477670	0.54713418	0.70526232	0.97760334	0.08330329	0.01403998
0.11318127	0.98208804	0.74038572	0.04850172	0.30325718	0.19730921	0.91757693	0.17643042
0.22333751	0.03155178	0.55754802	0.96805345	0.04472890	0.34441832	0.50420475	0.17578678
0.46849731	0.33194683	0.42310612	0.61521713	0.30049294	0.03313016	0.23437432	0.81303349
0.48457798	0.68033070	0.97120680	0.31499357	0.43921938	0.00796783	0.74848332	0.67865104
0.70225805	0.75846346	0.16442061	0.37103954	0.74066426	0.99174330	0.16790355	0.28148171
0.32993460	0.13228166	0.37836315	0.18474203	0.11193637	0.10212816	0.16603513	0.93790223
0.10657633	0.98697990	0.80008569	0.93463592	0.23636628	0.02486701	0.86695551	0.95132991
0.52521408	0.70456409	0.08823721	0.53930315	0.98029066	0.98426807	0.16489736	0.06278450
0.48086930	0.39867412	0.40870255	0.42292779	0.97946837	0.95147549	0.23544393	0.65958846
0.71473371	0.62279376	0.35184339	0.35365848	0.42230651	0.15008076	0.43301125	0.62557875
0.56567385	0.24109177	0.22784709	0.37372830	0.19168596	0.07162586	0.29455122	0.48549056
0.26237572	0.65366395	0.47013178	0.98910947	0.78866627	0.32925319	0.74477135	0.87963397
0.82413324	0.09541751	0.87617872	0.59624887	0.37578403	0.46903838	0.08406332	0.52109666
0.09222246	0.65038613	0.00964153	0.31112725	0.50723097	0.51657058	0.73956413	0.69240849
0.69577273	0.01541037	0.85668502	0.27561316	0.25649757	0.61234682	0.96175141	0.50014683
0.72046884	0.46689623	0.79371636	0.30274133	0.46789797	0.32627762	0.62627410	0.94722208
0.72383880	0.84133591	0.30224333	0.22182886	0.38854887	0.64972700	0.26609916	0.85924796
0.40643956	0.71234588	0.63287317	0.33956147	0.82512842	0.55524701	0.53527124	0.26956268
